from,to,amount,type,isFraud
C603938792,C1172095889,46930.01,CASH_OUT,0
C485359293,C1776971477,60679.04,CASH_OUT,0
C1225648692,C1450546672,574119.53,CASH_IN,0
C1263570925,C899053057,437527.17,CASH_OUT,0
C207583010,M347177750,7152.95,PAYMENT,0
C1747554900,M75471644,22278.84,PAYMENT,0
C703691610,C1016036876,121405.8,CASH_OUT,0
C1621758462,C1726224733,127308.59,CASH_IN,0
C1895206561,M1915678895,6980.63,PAYMENT,0
C388302581,C1136510574,55719.14,CASH_OUT,0
C1074086488,C1659071913,1351210.16,TRANSFER,0
C708556755,M1673035423,3704.11,PAYMENT,0
C255256602,C1795288724,80549.78,CASH_OUT,0
C2000765022,C102742672,420017.97,CASH_OUT,0
C1008880208,C582036339,4769.77,CASH_OUT,0
C982130801,C292255799,82036.38,CASH_IN,0
C311157184,M459140081,974.69,PAYMENT,0
C121470074,M1984487673,4983.75,PAYMENT,0
C1439014780,C1617731111,51048.87,CASH_OUT,0
C1914332697,C832023580,164516.04,CASH_IN,0
C22377116,C1827551210,288623.5,CASH_OUT,0
C1544915440,C135126939,274208.45,CASH_OUT,0
C1402707970,M491840405,246.3,PAYMENT,0
C1666938010,C552235677,246007.79,TRANSFER,0
C949830294,M1117782341,19220.44,PAYMENT,0
C2029551657,C1702107134,107516.77,CASH_OUT,0
C1808309972,M1417592238,17929.05,PAYMENT,0
C211940335,C1908436725,478133.29,CASH_IN,0
C219164201,M936536987,18367.37,PAYMENT,0
C1627779615,C1862138148,309156.37,CASH_OUT,0
C32647625,C2106414963,139950.96,CASH_IN,0
C2007917037,C1743718934,350137.24,CASH_OUT,0
C1968287093,C911738551,340002.12,CASH_IN,0
C1731553617,C746029709,230434.9,CASH_OUT,0
C1962146511,C1822649280,105065.5,CASH_IN,0
C1052191777,C1040121698,535530.18,TRANSFER,0
C707831673,M1432669454,12012.66,PAYMENT,0
C1370556741,C461246320,215053.19,CASH_OUT,0
C1182127897,C2143015292,483297.97,CASH_OUT,0
C837229603,M1520128429,6805.03,PAYMENT,0
C263819950,C784892583,426712.72,TRANSFER,0
C812790387,C1610842202,141773.68,CASH_IN,0
C1273870840,C440204256,184799.01,CASH_IN,0
C163691590,M1613054942,59595.6,PAYMENT,0
C1684134641,C632291697,2050285.56,TRANSFER,0
C1289663399,M1461591086,17279.84,PAYMENT,0
C2126333006,C1140430904,21488.66,CASH_OUT,0
C27171816,M166420638,59055.28,PAYMENT,0
C1000204307,C1021427324,418889.16,CASH_IN,0
C682356571,C1868118748,93555.21,CASH_IN,0
C1850497238,C947890458,26167.36,CASH_IN,0
C1716957385,C1912072636,431360.04,CASH_OUT,0
C155264500,C747780921,171768.17,CASH_OUT,0
C523885133,C916372472,18310.58,CASH_OUT,0
C482086765,C1367171406,416268.86,CASH_OUT,0
C22352968,C570413165,94860.48,CASH_IN,0
C72169448,M165307150,7728.14,PAYMENT,0
C2027311143,M2007574149,12366.94,PAYMENT,0
C1590585520,C265058096,113556.74,CASH_OUT,0
C548047232,M1362694123,153.61,PAYMENT,0
C703190081,C1675690861,351156.28,CASH_IN,0
C1484119712,C1162259398,50089.56,CASH_IN,0
C1671495472,C1596306253,451905.43,CASH_IN,0
C1827955546,C1456522934,379454.53,CASH_OUT,0
C2127866563,C1341985731,359459.23,CASH_OUT,0
C949496949,C604568968,153497.24,CASH_IN,0
C1859329066,M190911069,11023.01,PAYMENT,0
C1847973173,C216229155,340480.47,CASH_OUT,0
C1139659552,M1344651926,19476.72,PAYMENT,0
C1275570231,C269902384,208372.54,CASH_OUT,0
C2057120082,M890823899,18639.9,PAYMENT,0
C359904453,M1818224163,16427.07,PAYMENT,0
C1572051839,M928894871,7709.77,PAYMENT,0
C2113991850,M1134641648,24159.76,PAYMENT,0
C807333858,M2117473982,4968.62,PAYMENT,0
C280630425,M139637741,18590.74,PAYMENT,0
C226992227,C1929878526,54952.22,CASH_IN,0
C2134459818,C1518238446,198945.92,CASH_OUT,0
C921243400,C1758713057,61132.38,CASH_OUT,0
C1368421635,C1334736968,145202.77,CASH_OUT,0
C1529104616,M1519650864,30337.53,PAYMENT,0
C2042016311,C2018660877,269698.42,CASH_IN,0
C2113278028,C1096311952,15478.98,CASH_IN,0
C721560017,M1273175326,50856.52,PAYMENT,0
C575094140,C1909527942,302356.64,CASH_OUT,0
C1694349109,C2050807211,70847.75,CASH_OUT,0
C1749131356,M1201688977,35144.99,PAYMENT,0
C694595829,C1272209286,14508.82,CASH_OUT,0
C406937501,C1954738129,30864.86,CASH_OUT,0
C666538266,C1656349739,8451.75,CASH_OUT,0
C1532731331,M1567378426,49991.43,PAYMENT,0
C1200194081,M466995077,1537.81,PAYMENT,0
C353897299,M121592098,51689.41,PAYMENT,0
C1674187352,M311569507,38834.06,PAYMENT,0
C1734947186,C699235486,202536.98,CASH_OUT,0
C520920355,M1628599488,122.63,PAYMENT,0
C259220697,C1068824137,107655.37,CASH_OUT,0
C197347509,C1697251473,87684.78,CASH_IN,0
C363208068,C1839339513,71183.17,CASH_OUT,0
C313476715,C931057858,437005.94,CASH_IN,0
C372338685,M2120118570,4419.08,PAYMENT,0
C697229548,M501380110,8357.17,PAYMENT,0
C1214420399,C316075388,291832.37,CASH_OUT,0
C343271778,M674740922,5196.65,PAYMENT,0
C1126621248,M1724572015,30191.53,PAYMENT,0
C1018061779,C305047923,351490.45,CASH_OUT,0
C1429741739,C1207755828,210963.54,CASH_OUT,0
C219645710,M1749752015,19293.06,PAYMENT,0
C1374320390,C1503068115,550275.83,CASH_OUT,0
C1371590682,C722225184,176484.82,CASH_OUT,0
C1652159934,C1775459749,67997.14,CASH_IN,0
C1053348412,C1391434475,77664.66,CASH_IN,0
C250799033,C449657382,218244.55,CASH_OUT,0
C945945973,C1194449898,193112.18,CASH_OUT,0
C1976376306,M620133911,27089.82,PAYMENT,0
C173093017,C2002670560,156123.21,CASH_IN,0
C1708441710,C1730067700,140839.09,CASH_IN,0
C1090261477,C847633447,255344.85,CASH_OUT,0
C1027293089,M1369004748,2941.98,PAYMENT,0
C306720628,M1988809332,1163.73,PAYMENT,0
C1077318109,M1470134763,13726.98,PAYMENT,0
C1921634199,C398985344,165612.88,CASH_OUT,0
C1972267112,M881613986,22205.64,PAYMENT,0
C2059445422,C266062967,125942.01,CASH_OUT,0
C1372084396,C1708869658,230157.95,CASH_IN,0
C1604775036,C166287311,181590.25,CASH_OUT,0
C1907547040,C1095666481,98656.24,CASH_OUT,0
C522488526,C923155765,240734.98,CASH_OUT,0
C1314488727,M1312965560,26770.86,PAYMENT,0
C1012414236,M146611965,4375.89,PAYMENT,0
C1305025227,M717613408,21651.35,PAYMENT,0
C1992327841,M793547015,1097.31,PAYMENT,0
C143763088,C296230320,24640.26,CASH_OUT,0
C824511795,C1981368658,193011.57,CASH_IN,0
C573703815,C1908995632,251490.21,CASH_OUT,0
C24770737,C1635947466,21108.11,CASH_OUT,0
C551254610,C1161835199,279400.64,CASH_IN,0
C1944374204,C553432448,6224.51,CASH_IN,0
C868852943,C397731654,41862.72,CASH_IN,0
C628615404,C694356501,122709.33,CASH_IN,0
C935764827,C377891332,91639.75,CASH_OUT,0
C1561540860,C129727599,432917.35,CASH_IN,0
C682242373,M1567957630,14950.12,PAYMENT,0
C894200580,C533418187,221481.7,CASH_OUT,0
C425687741,C2052188480,54349.95,CASH_OUT,0
C356307022,C1196694338,77453.95,CASH_IN,0
C1274101236,C1463294311,82194.16,CASH_IN,0
C1169309439,C850560174,153605.98,CASH_IN,0
C336070974,C757976390,132701.96,CASH_OUT,0
C1505820087,C1717206270,265703.51,CASH_IN,0
C293657297,M1123563933,17333.39,PAYMENT,0
C369322363,C397644820,89355.68,CASH_IN,0
C243991508,C986684276,47247.39,CASH_IN,0
C839754118,C670244241,498975.89,CASH_IN,0
C853118426,M1861682552,24835.91,PAYMENT,0
C1578395774,C1332347373,420590.01,CASH_OUT,0
C509998694,M137704198,4559.28,PAYMENT,0
C1306901702,C790453911,180717.37,CASH_IN,0
C1284726212,C1269910768,110858.76,CASH_OUT,0
C1550883126,C371152829,454187.43,CASH_OUT,0
C558192808,C383898342,68894.72,CASH_OUT,0
C1680518974,M1273924663,21234.63,PAYMENT,0
C1830235329,M212552548,7434.35,PAYMENT,0
C19630629,C1256421914,238372.53,CASH_IN,0
C1649331221,C690620577,255975.68,CASH_OUT,0
C618727168,C2096970953,5862.53,CASH_OUT,0
C1724151856,C1229046559,1159010.44,CASH_OUT,1
C948249808,C2034724064,188524.54,CASH_IN,0
C1328553039,C498739573,269262.86,CASH_OUT,0
C558489202,C1214972946,225066.13,CASH_OUT,0
C2022497229,C260838211,161982.84,CASH_OUT,0
C1420855118,C1967282442,66752.24,CASH_OUT,0
C9950205,M422521791,5399.45,PAYMENT,0
C1748202360,C222347754,115032.77,CASH_OUT,0
C2064302328,C1043348948,220335.56,CASH_IN,0
C1930936523,C1271617536,212911.57,CASH_IN,0
C1006136997,C1440939811,287102.79,CASH_IN,0
C1393659182,C535425584,53622.58,TRANSFER,0
C1624215972,M1025266609,90107.01,PAYMENT,0
C1706270393,C1139164491,81329.57,CASH_OUT,0
C1265430230,C980427417,153240.42,TRANSFER,0
C1543742992,C919913263,61940.79,CASH_OUT,0
C784530460,M1568446302,15972.01,PAYMENT,0
C1242684877,M1990476362,20710.75,PAYMENT,0
C182401268,C1445962161,178637.29,CASH_IN,0
C758577911,C887791203,189887.79,CASH_IN,0
C27522057,M339268741,5341.24,PAYMENT,0
C1287668205,C606815938,80037.98,CASH_OUT,0
C2082463657,M522697275,472.28,PAYMENT,0
C816943825,C1531835463,93925.53,CASH_IN,0
C25274256,C330301567,58486.21,CASH_IN,0
C1887655147,C1138707476,236528.77,CASH_OUT,0
C1749376959,C785686218,128385.98,CASH_OUT,0
C1042245247,C1816934948,160220.9,CASH_OUT,0
C264424886,M1179955777,7779.33,PAYMENT,0
C315000274,M34997134,7258.72,PAYMENT,0
C1427142931,C319838900,28069.53,CASH_OUT,0
C139885703,C1962881679,34603.12,CASH_IN,0
C939148165,C945185490,524241.41,CASH_OUT,0
C178427407,C876825417,75307.61,CASH_OUT,0
C1979841188,C287997745,40002.18,CASH_OUT,0
C1430488796,C1993142411,1083.01,CASH_OUT,0
C1992471049,C1298314970,589.47,CASH_IN,0
C1873806770,M569793892,33639.18,PAYMENT,0
C702799350,M1052090900,1508.42,PAYMENT,0
C1098835971,C504213289,162892.35,CASH_OUT,0
C1005044207,C127400790,592590.8,TRANSFER,0
C622074513,C1198035880,296380.84,CASH_OUT,0
C804002947,M1073218297,22720.8,PAYMENT,0
C544333934,C722895070,434057.33,CASH_IN,0
C1407948472,M1254966538,2390.56,PAYMENT,0
C2043220614,C443221506,52142.29,CASH_IN,0
C832735491,M655073200,14690.19,PAYMENT,0
C252640684,C846190461,177294.04,CASH_IN,0
C144328318,C152341619,166630.68,CASH_OUT,0
C1893173087,M1519432330,443.38,PAYMENT,0
C2138739274,C1124667209,378398.27,CASH_OUT,0
C1827284249,C1690946816,377978.09,CASH_OUT,0
C208120811,C1935431118,211536.86,CASH_OUT,0
C689020018,C1850733047,176631.29,CASH_OUT,0
C1604114633,M1469630893,44786.88,PAYMENT,0
C154216879,C821417379,31701.21,CASH_OUT,0
C477681833,M1955031525,8879.06,PAYMENT,0
C1828142057,C767968917,94327.27,CASH_OUT,0
C2143855357,C89214269,104282.17,CASH_OUT,0
C1364734757,C1774345652,287861.72,CASH_OUT,0
C231197034,M1447961256,1283.84,PAYMENT,0
C1192185201,C1543385875,136624.46,CASH_OUT,0
C1509617153,C883450390,166025.5,CASH_OUT,0
C1243370974,C1177740196,36585.54,CASH_IN,0
C1260614086,C515132998,780886.93,TRANSFER,0
C1262352542,C1104123517,223385.37,CASH_OUT,0
C1786328493,M276383327,4097.96,PAYMENT,0
C1891842643,C629801822,259897.28,CASH_IN,0
C1823515216,M1826955736,11840.29,PAYMENT,0
C1627787340,C1719945302,253193.5,CASH_OUT,0
C1355692096,C1646095157,193637.17,CASH_OUT,0
C1776785450,C644165296,1018202.74,TRANSFER,0
C1593111795,C1255498425,229103.05,CASH_OUT,0
C217873647,M63509799,10897.16,PAYMENT,0
C91535316,M315330491,12706.82,PAYMENT,0
C1620288666,M379672295,2700.33,PAYMENT,0
C1292401401,M1949424201,8435.29,PAYMENT,0
C280676518,C595577458,63723.95,CASH_OUT,0
C1393564898,M46951457,9317.89,PAYMENT,0
C926729316,C1892555146,40959.81,CASH_OUT,0
C1742437548,C462199736,148906.41,CASH_OUT,0
C1607289572,C2055903889,942.92,CASH_OUT,0
C871865074,M382287745,6660.46,PAYMENT,0
C258734971,M1649975923,7131.01,PAYMENT,0
C343574998,M258083760,13015.4,PAYMENT,0
C1132869051,M1228642758,2074.65,PAYMENT,0
C1289387018,M164640239,9220.91,PAYMENT,0
C1486184285,M714900055,23357.9,PAYMENT,0
C438843715,C4786767,195655.63,CASH_OUT,0
C1456225126,C901238795,300004.15,CASH_IN,0
C1393568916,M1914758297,10745.06,PAYMENT,0
C1092878962,M481601854,11196.61,PAYMENT,0
C1362481278,C2099511665,412313.64,CASH_OUT,0
C1034101253,M1670428288,2131.82,PAYMENT,0
C218413961,M247785852,10422.73,PAYMENT,0
C29577080,C1618391932,251006.16,CASH_IN,0
C879586325,M341384029,1933.29,PAYMENT,0
C2146742787,C1384298334,221710.98,CASH_IN,0
C218675806,C1396618090,3154873.63,TRANSFER,0
C867936554,C355561415,154340.86,TRANSFER,0
C1652999528,M2033055964,4701.27,PAYMENT,0
C1010296871,C402160987,137892.88,CASH_OUT,0
C328990253,C1512598168,337039.32,CASH_IN,0
C837394808,C2120271841,182211.44,CASH_OUT,0
C1222688867,M1321442516,13712.61,PAYMENT,0
C1125461970,C768211418,180516.07,CASH_IN,0
C28015627,M836781145,3984.51,PAYMENT,0
C1312950665,M1628818746,17697.2,PAYMENT,0
C1761627919,M197535596,1350.11,PAYMENT,0
C1747558725,C1775818419,226796.85,CASH_OUT,0
C2109436239,M1681883148,5397.43,PAYMENT,0
C1494975349,M80235178,7847.53,PAYMENT,0
C1198714764,C162360875,263822.61,CASH_OUT,0
C1711817860,C1656297741,203405.6,CASH_OUT,0
C1284327460,M417360752,6073.56,PAYMENT,0
C1072257650,M496725295,13325.34,PAYMENT,0
C291818375,M212181374,12038.46,PAYMENT,0
C1637906242,C235736577,290690.59,CASH_IN,0
C647079234,C507538622,117027.48,CASH_OUT,0
C634247474,M130546948,8712.67,PAYMENT,0
C461660273,M770041965,2016.77,PAYMENT,0
C1343136161,C1372185818,33667.43,CASH_OUT,0
C242741020,C580191167,343850.37,CASH_IN,0
C1660547414,M2143404157,15563.89,PAYMENT,0
C7746462,M429470670,13375.09,PAYMENT,0
C294448450,C829025043,20236.28,CASH_OUT,0
C254338488,C12578032,15668.18,CASH_OUT,0
C189781705,M1487394504,14436.69,PAYMENT,0
C1644332343,M134457288,49240.95,PAYMENT,0
C515988089,C1248211325,109012.58,CASH_OUT,0
C1472005322,C1114222842,210598.53,CASH_OUT,0
C1897702466,C824414993,39707.94,CASH_IN,0
C474749247,C1300350349,87235.91,CASH_IN,0
C1750799215,C1241010037,92296.05,CASH_OUT,0
C1116191936,C1858093406,287544.47,CASH_OUT,0
C868090086,C2003728555,17543.02,CASH_IN,0
C441139444,M1831184012,5587.73,PAYMENT,0
C1229307153,M1209325040,2348.73,PAYMENT,0
C169631988,C496326379,408676.3,CASH_OUT,0
C1004299119,M1441115099,6180.72,PAYMENT,0
C1257339165,C996340267,228579.41,TRANSFER,0
C576982420,M805655166,5286.39,PAYMENT,0
C828379236,C25681150,78563.49,CASH_OUT,0
C1409641580,M1032830231,5872.61,PAYMENT,0
C508262738,M2120763388,10485.31,PAYMENT,0
C913546497,C477634722,14861.98,CASH_OUT,0
C405864112,C1138608227,117901.57,CASH_IN,0
C398452444,C497352047,36705.38,CASH_OUT,0
C1220866552,C62010981,261871.09,TRANSFER,0
C1922399791,M1232657374,8492.27,PAYMENT,0
C954652426,M1325416743,22503.08,PAYMENT,0
C201875874,C784661973,281037.39,CASH_OUT,0
C125568650,C1605768745,133480.85,TRANSFER,0
C1354066225,M1181625601,6789.33,PAYMENT,0
C1015102101,C934120590,99331.09,CASH_OUT,0
C430137603,C846553803,37426.94,CASH_OUT,0
C1031947754,C1059931821,42959.63,CASH_IN,0
C2090057238,M1277742764,10262.4,PAYMENT,0
C1294755037,C2127814012,170900.45,CASH_IN,0
C1597532939,C1932579060,149376.8,CASH_OUT,0
C1564984241,M2011923944,3330.51,PAYMENT,0
C2035363989,C1599942863,78802.82,CASH_OUT,0
C1935055561,C1485568243,6630.62,CASH_OUT,0
C553373966,C415117283,85998.86,CASH_IN,0
C2121947767,C1586547371,140664.77,CASH_IN,0
C162748438,C882105614,41656.5,CASH_OUT,0
C779167040,M74204755,1939.68,PAYMENT,0
C2053613214,C1411606423,455025.78,TRANSFER,0
C1607327694,C441149725,285998.97,CASH_OUT,0
C1908038118,C303636519,123144.29,CASH_OUT,0
C1298134960,C459606544,32835.66,CASH_IN,0
C1635448033,C645819421,604655.29,CASH_IN,0
C793694863,C961625073,60787.36,CASH_IN,0
C1562960493,C504584129,54324.16,CASH_IN,0
C283249140,C554777875,240075.4,CASH_OUT,0
C1979758912,C1609796487,164835.46,CASH_OUT,0
C525375390,C1355466312,19082.86,CASH_IN,0
C1851424018,C1994184016,629547.59,TRANSFER,0
C1272229284,C323195462,22099.95,CASH_IN,0
C409184546,C572569470,60538.99,CASH_OUT,0
C1562401584,C975774677,352082.08,TRANSFER,0
C223136055,C794273208,101831.22,CASH_OUT,0
C475330567,M1395829170,51868.87,PAYMENT,0
C626985994,C318955795,24860.66,CASH_OUT,0
C832308238,M1614304874,2209.32,PAYMENT,0
C1470969697,M446304575,10657.51,PAYMENT,0
C1206597431,M130728861,44313.6,PAYMENT,0
C2048103982,C1605433456,529295.45,CASH_IN,0
C1437657899,C1159364184,262708.37,CASH_OUT,0
C1551335724,C1770064499,230168.05,CASH_OUT,0
C1490908461,M1285231174,7185.06,PAYMENT,0
C210979095,M1774696566,6718.48,PAYMENT,0
C2035081216,M1028924373,12948.92,PAYMENT,0
C770248645,M1925865875,9215.57,PAYMENT,0
C731023084,M1557706410,835.75,PAYMENT,0
C672523752,C982171079,724108.75,TRANSFER,0
C1373668766,C1270188732,186779.04,CASH_OUT,0
C193430051,C643996026,258099.57,CASH_OUT,0
C1138896127,C55088357,210586.9,TRANSFER,0
C221414664,C2096224730,56966.32,CASH_IN,0
C1451298263,C2705792,38880.54,CASH_OUT,0
C1270035733,C1071856663,151449.18,CASH_IN,0
C1136181161,M1660214796,3727.04,PAYMENT,0
C1108651270,C242309627,69235.23,CASH_IN,0
C138853717,M1688000436,1540.98,PAYMENT,0
C1051744598,C1693137077,216525.31,CASH_OUT,0
C448681314,C550148521,276.86,CASH_OUT,0
C719864613,M421675293,12770.42,PAYMENT,0
C1964710306,C546969731,198168.29,TRANSFER,0
C1488552568,C211419500,76802.34,CASH_OUT,0
C919109480,C539747264,25219.99,CASH_IN,0
C273532933,C652862278,247746.12,CASH_IN,0
C148818398,M1378962389,4361.28,PAYMENT,0
C672679782,C1796419381,84124.22,CASH_OUT,0
C365707287,C724821184,1260.67,CASH_OUT,0
C708519424,C586582781,39158.29,CASH_OUT,0
C1351823885,C325679116,99977.73,CASH_OUT,0
C1041923024,C1696949148,177722.08,CASH_OUT,0
C573748108,C1455609306,401640.86,CASH_OUT,0
C492718543,C1772320500,403372.55,CASH_IN,0
C522043156,C333489398,94596.94,CASH_OUT,0
C496671969,C343654563,177805.19,CASH_OUT,0
C749277597,C392914520,63294.73,CASH_IN,0
C1741402526,C2099513383,181066.53,CASH_IN,0
C1769384914,M731943629,14599.46,PAYMENT,0
C372953274,C1059642873,385991.26,CASH_OUT,0
C1360091525,C279410299,184734.81,CASH_IN,0
C1499302699,M1070560591,30900.55,PAYMENT,0
C356498346,C192332999,245891.65,CASH_IN,0
C922707735,C547049864,194335.67,CASH_OUT,0
C165126428,M975510786,5071.26,PAYMENT,0
C1979676083,C1054458136,610627.92,CASH_IN,0
C1163165111,C432075895,138627.83,TRANSFER,0
C1194761366,C2141000352,346926.71,CASH_IN,0
C288538445,C1482163532,511573.69,CASH_IN,0
C1055141215,C967483199,333717.13,TRANSFER,0
C887740872,C1763962298,372039.68,CASH_OUT,0
C1131509656,M369301414,4193.77,PAYMENT,0
C2023966149,M731399245,977.85,PAYMENT,0
C116474889,M1137763434,14071.69,PAYMENT,0
C1969769264,C2034766230,173743.34,CASH_OUT,0
C1083661803,C1232010834,92928.71,CASH_OUT,0
C327389699,C2145128605,43345.82,CASH_IN,0
C1769588835,C80742561,16602.27,CASH_OUT,0
C220087350,C818166920,200475.9,CASH_IN,0
C20162039,C1021026993,336053.36,TRANSFER,0
C1053881505,M957938962,9912.78,PAYMENT,0
C582578654,C814635211,70243.97,CASH_OUT,0
C1677607461,M799387189,13819.85,PAYMENT,0
C1490574658,C582115922,66802.07,CASH_IN,0
C1664151480,C1793847043,233025.39,CASH_OUT,0
C1528772306,C906215093,9917.5,CASH_OUT,0
C2126924505,C263222698,766.25,DEBIT,0
C421618279,M1844158781,35190.99,PAYMENT,0
C567635921,C1401660423,16899.69,CASH_IN,0
C161648317,M595081767,21460.98,PAYMENT,0
C1300831332,C1086008203,36343.26,CASH_OUT,0
C44052642,C2006476360,369779.24,CASH_IN,0
C2139357215,M616819901,1621.28,PAYMENT,0
C717329404,C968688910,98950.83,CASH_IN,0
C489120542,C924719452,215405.16,CASH_OUT,0
C548118467,C1694564677,86934.84,CASH_IN,0
C1547747423,C1360008052,246995.08,CASH_IN,0
C1595657483,C1785830552,483773.91,CASH_OUT,0
C679066077,C216362223,145316.13,CASH_IN,0
C553841784,C1434590943,118617.75,CASH_OUT,0
C279819415,M1884032351,1629.02,PAYMENT,0
C908305705,C298849783,258927.52,CASH_OUT,0
C888666029,C2017374566,197635.18,CASH_OUT,0
C257657949,C1972335962,90108.6,CASH_OUT,0
C1034067842,C64488744,953615.38,CASH_OUT,1
C938659909,C1209549380,175274.46,CASH_OUT,0
C413885130,M1812566626,2659.0,PAYMENT,0
C1314495776,C170379805,403463.47,CASH_OUT,0
C452801673,C1547538538,233595.06,CASH_OUT,0
C463900153,C559325062,51589.0,CASH_OUT,0
C1144310853,C319390795,55345.63,CASH_OUT,0
C1608319229,M1895977515,1474.44,PAYMENT,0
C1647100786,M1819927421,7215.19,PAYMENT,0
C447611846,C320076355,359856.91,CASH_OUT,0
C1469268670,C50108055,154597.74,CASH_OUT,0
C144978967,M790386729,8949.01,PAYMENT,0
C1606328283,C1993273598,126149.36,CASH_OUT,0
C124802841,C1525042760,25297.96,CASH_IN,0
C2141398877,M166963975,2406.93,PAYMENT,0
C1255422036,C617978020,91715.2,CASH_OUT,0
C575799891,C2011879277,173232.7,TRANSFER,0
C1953038377,C528932732,1361323.14,TRANSFER,0
C656664354,C154271451,153254.44,CASH_IN,0
C53617197,M397879855,10258.32,PAYMENT,0
C1668817941,C1529115495,129661.99,CASH_OUT,0
C31877406,M666891726,39921.78,PAYMENT,0
C1744161152,C1493974607,147079.69,CASH_IN,0
C759504137,C480079562,66366.64,CASH_OUT,0
C1498228185,C507910841,182268.47,TRANSFER,0
C942942354,M487011638,10705.05,PAYMENT,0
C1730973973,M329777781,5368.19,PAYMENT,0
C852145234,C1580763354,421230.48,CASH_IN,0
C1223080423,C882886106,175262.62,CASH_IN,0
C193373350,C2116274232,1217417.72,TRANSFER,0
C510772136,C224346808,303336.31,CASH_OUT,0
C746287891,M60986818,24199.56,PAYMENT,0
C808957417,C1693492328,117098.46,CASH_OUT,0
C2042522670,C786640790,191774.12,CASH_IN,0
C18672381,M134198250,13713.83,PAYMENT,0
C458534679,M492421468,29579.69,PAYMENT,0
C689513134,M899291445,43479.39,PAYMENT,0
C493369549,C1210234928,292217.06,CASH_IN,0
C2044022780,C1481640799,244265.5,CASH_OUT,0
C2109240094,M1722671867,5146.82,PAYMENT,0
C164152345,C1211588868,553127.73,TRANSFER,0
C1203284560,M974606918,3154.34,PAYMENT,0
C1845287710,M1789091303,15194.03,PAYMENT,0
C1717626080,C1732097070,3547.8,CASH_IN,0
C864239264,C1175712565,54983.04,CASH_OUT,0
C1164009281,C340949531,540936.66,CASH_OUT,0
C1974597005,M1007211969,11863.5,PAYMENT,0
C99043270,C1239704948,243611.49,CASH_OUT,0
C701202819,M1757012310,2046.31,PAYMENT,0
C805989853,C1179838466,157947.84,CASH_IN,0
C449120991,C1044172704,274767.46,CASH_IN,0
C1621483211,M461888349,13109.38,PAYMENT,0
C894841520,C1446833148,70578.39,CASH_OUT,0
C271721045,C295974164,717392.48,TRANSFER,0
C1039334405,C493537576,266455.27,CASH_OUT,0
C565140281,C1378805223,218640.43,CASH_OUT,0
C2141308855,C526159510,260856.04,CASH_IN,0
C51478605,C2093514567,2756.28,CASH_IN,0
C229947426,C618395414,150927.74,CASH_IN,0
C364720134,C989246028,138758.33,CASH_IN,0
C2114829047,M1855793704,42731.16,PAYMENT,0
C1558794667,C2026242809,228270.25,CASH_OUT,0
C521121935,C602658218,329901.14,CASH_IN,0
C683179030,M1172787602,35015.38,PAYMENT,0
C774368806,M1821685854,11256.74,PAYMENT,0
C57710099,C1871270119,261740.62,TRANSFER,0
C413343246,C1805064595,41595.72,CASH_OUT,0
C2074207892,C1782026554,188583.26,CASH_OUT,0
C475227358,C1869545001,345047.47,CASH_OUT,0
C472222554,C1614266080,75562.43,CASH_OUT,0
C192675937,C2113223262,620447.26,TRANSFER,0
C89380766,C1106411356,133990.43,CASH_OUT,0
C886367416,C1638328701,51686.93,CASH_IN,0
C1463288123,C1652948070,106558.01,CASH_OUT,0
C567778878,C1818142839,128593.37,CASH_OUT,0
C495804475,C1446120757,128303.81,CASH_IN,0
C1217679514,M423342866,9549.82,PAYMENT,0
C57175565,C1380892585,138971.07,CASH_IN,0
C1228922306,M2103070311,12774.22,PAYMENT,0
C1018880234,C395220031,94961.21,CASH_OUT,0
C797215581,C792196867,244289.67,CASH_IN,0
C1494099126,C701751849,151121.77,CASH_OUT,0
C1155382936,M450313,21509.1,PAYMENT,0
C191270118,C474207281,101879.3,CASH_OUT,0
C855738406,M570750495,142.98,PAYMENT,0
C1737643502,C1043595861,296399.09,CASH_OUT,0
C648586409,M400061020,1174.85,PAYMENT,0
C1473012612,M569472383,19321.48,PAYMENT,0
C61650734,C1891412311,247235.89,CASH_IN,0
C1974582238,C1611271482,165024.77,CASH_OUT,0
C716749206,M2034264466,17351.79,PAYMENT,0
C1583393825,C1237566922,71159.11,TRANSFER,0
C2113386411,C422342907,73377.48,CASH_OUT,0
C1792505721,C567336539,45685.03,CASH_OUT,0
C2050430704,M1483389197,4227.94,PAYMENT,0
C256682611,M796855209,13714.72,PAYMENT,0
C1938748580,C200408785,321384.97,CASH_OUT,0
C1050889730,C549267794,303582.66,CASH_OUT,0
C768563333,M71740560,231.98,PAYMENT,0
C1302724526,C1547101902,480387.83,TRANSFER,0
C462158839,M968444041,2065.42,PAYMENT,0
C1244770254,M1911601168,11841.86,PAYMENT,0
C1113508383,C1870603288,45993.85,CASH_OUT,0
C1506600392,C645310353,120611.83,CASH_IN,0
C1534579067,C1640258757,375593.52,CASH_OUT,0
C880323721,C1128632108,19616.43,CASH_IN,0
C296496549,M974456768,12730.2,PAYMENT,0
C2143897143,C754548660,161832.25,CASH_OUT,0
C1409257907,C549504770,106767.2,CASH_OUT,0
C1366933427,C1586395250,63485.25,CASH_OUT,0
C1276145128,M191661456,28160.18,PAYMENT,0
C414098779,M512169027,28887.08,PAYMENT,0
C1557141279,C453883890,146046.96,TRANSFER,0
C83764340,C452375616,417492.62,TRANSFER,0
